flow_timestamp,flow_amt,flow_txn,flow_length,flow_length_nrev,flow_duration,flow_acct_IDs,flow_txn_IDs,flow_txn_types,flow_amts,flow_revs,flow_txns,flow_durs,flow_categs
2019-08-13 06:00:00,2.5,0.08333333333333333,0,0,122.0,"[ZZZ,XYZ,provider]","[10000007,10000012]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.08333333333333333,0.25]",[122.0],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,8.0,"[AAA,XYZ,provider]","[10000010,10000012]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[8.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.8333333333333335,0.027777777777777783,0,0,248.0,"[YYY,XYZ,provider]","[10000004,10000013]","[cash-in,mobile-minutes]","[0.8333333333333335,0.8333333333333335]","[0.0,0.0]","[0.027777777777777783,0.08333333333333334]",[248.0],"(deposit,withdraw)"
2019-08-13 06:00:00,2.5,0.08333333333333333,0,0,129.0,"[ZZZ,XYZ,provider]","[10000007,10000013]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.08333333333333333,0.25]",[129.0],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,15.0,"[AAA,XYZ,provider]","[10000010,10000013]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[15.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.8333333333333335,0.027777777777777783,0,0,249.0,"[YYY,XYZ,provider]","[10000004,10000014]","[cash-in,mobile-minutes]","[0.8333333333333335,0.8333333333333335]","[0.0,0.0]","[0.027777777777777783,0.08333333333333334]",[249.0],"(deposit,withdraw)"
2019-08-13 06:00:00,2.5,0.08333333333333333,0,0,130.0,"[ZZZ,XYZ,provider]","[10000007,10000014]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.08333333333333333,0.25]",[130.0],"(deposit,withdraw)"
2019-08-18 00:00:00,6.666666666666668,0.16666666666666669,0,0,16.0,"[AAA,XYZ,provider]","[10000010,10000014]","[cash-in,mobile-minutes]","[6.666666666666668,6.666666666666668]","[0.0,0.0]","[0.16666666666666669,0.6666666666666667]",[16.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.3333333333333334,0.011111111111111115,0,0,316.0,"[YYY,XYZ,provider]","[10000004,10000016]","[cash-in,mobile-minutes]","[0.3333333333333334,0.3333333333333334]","[0.0,0.0]","[0.011111111111111115,0.03333333333333334]",[316.0],"(deposit,withdraw)"
2019-08-13 06:00:00,1.0,0.03333333333333333,0,0,197.0,"[ZZZ,XYZ,provider]","[10000007,10000016]","[cash-in,mobile-minutes]","[1.0,1.0]","[0.0,0.0]","[0.03333333333333333,0.1]",[197.0],"(deposit,withdraw)"
2019-08-18 00:00:00,2.6666666666666674,0.06666666666666668,0,0,83.0,"[AAA,XYZ,provider]","[10000010,10000016]","[cash-in,mobile-minutes]","[2.6666666666666674,2.6666666666666674]","[0.0,0.0]","[0.06666666666666668,0.2666666666666667]",[83.0],"(deposit,withdraw)"
2019-08-21 06:00:00,6.0,0.2,0,0,5.0,"[BBB,XYZ,provider]","[10000015,10000016]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]",[5.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.3333333333333334,0.011111111111111115,0,0,335.0,"[YYY,XYZ,provider]","[10000004,10000017]","[cash-in,mobile-minutes]","[0.3333333333333334,0.3333333333333334]","[0.0,0.0]","[0.011111111111111115,0.03333333333333334]",[335.0],"(deposit,withdraw)"
2019-08-13 06:00:00,1.0,0.03333333333333333,0,0,216.0,"[ZZZ,XYZ,provider]","[10000007,10000017]","[cash-in,mobile-minutes]","[1.0,1.0]","[0.0,0.0]","[0.03333333333333333,0.1]",[216.0],"(deposit,withdraw)"
2019-08-18 00:00:00,2.6666666666666674,0.06666666666666668,0,0,102.0,"[AAA,XYZ,provider]","[10000010,10000017]","[cash-in,mobile-minutes]","[2.6666666666666674,2.6666666666666674]","[0.0,0.0]","[0.06666666666666668,0.2666666666666667]",[102.0],"(deposit,withdraw)"
2019-08-21 06:00:00,6.0,0.2,0,0,24.0,"[BBB,XYZ,provider]","[10000015,10000017]","[cash-in,mobile-minutes]","[6.0,6.0]","[0.0,0.0]","[0.2,0.6]",[24.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.25000000000000006,0.008333333333333335,0,0,369.0,"[YYY,XYZ,provider]","[10000004,10000019]","[cash-in,mobile-minutes]","[0.25000000000000006,0.25000000000000006]","[0.0,0.0]","[0.008333333333333335,0.025000000000000005]",[369.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.75,0.025,0,0,250.0,"[ZZZ,XYZ,provider]","[10000007,10000019]","[cash-in,mobile-minutes]","[0.75,0.75]","[0.0,0.0]","[0.025,0.075]",[250.0],"(deposit,withdraw)"
2019-08-18 00:00:00,2.0000000000000004,0.05000000000000001,0,0,136.0,"[AAA,XYZ,provider]","[10000010,10000019]","[cash-in,mobile-minutes]","[2.0000000000000004,2.0000000000000004]","[0.0,0.0]","[0.05000000000000001,0.20000000000000004]",[136.0],"(deposit,withdraw)"
2019-08-21 06:00:00,4.5,0.15,0,0,58.0,"[BBB,XYZ,provider]","[10000015,10000019]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]",[58.0],"(deposit,withdraw)"
2019-08-22 08:00:00,2.5,0.25,0,0,32.0,"[CCC,XYZ,provider]","[10000018,10000019]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]",[32.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.25000000000000006,0.008333333333333335,0,0,409.0,"[YYY,XYZ,provider]","[10000004,10000020]","[cash-in,mobile-minutes]","[0.25000000000000006,0.25000000000000006]","[0.0,0.0]","[0.008333333333333335,0.025000000000000005]",[409.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.75,0.025,0,0,290.0,"[ZZZ,XYZ,provider]","[10000007,10000020]","[cash-in,mobile-minutes]","[0.75,0.75]","[0.0,0.0]","[0.025,0.075]",[290.0],"(deposit,withdraw)"
2019-08-18 00:00:00,2.0000000000000004,0.05000000000000001,0,0,176.0,"[AAA,XYZ,provider]","[10000010,10000020]","[cash-in,mobile-minutes]","[2.0000000000000004,2.0000000000000004]","[0.0,0.0]","[0.05000000000000001,0.20000000000000004]",[176.0],"(deposit,withdraw)"
2019-08-21 06:00:00,4.5,0.15,0,0,98.0,"[BBB,XYZ,provider]","[10000015,10000020]","[cash-in,mobile-minutes]","[4.5,4.5]","[0.0,0.0]","[0.15,0.45]",[98.0],"(deposit,withdraw)"
2019-08-22 08:00:00,2.5,0.25,0,0,72.0,"[CCC,XYZ,provider]","[10000018,10000020]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.25,0.25]",[72.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.12500000000000003,0.0041666666666666675,0,0,457.0,"[YYY,XYZ,provider]","[10000004,10000022]","[cash-in,mobile-minutes]","[0.12500000000000003,0.12500000000000003]","[0.0,0.0]","[0.0041666666666666675,0.012500000000000002]",[457.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.375,0.0125,0,0,338.0,"[ZZZ,XYZ,provider]","[10000007,10000022]","[cash-in,mobile-minutes]","[0.375,0.375]","[0.0,0.0]","[0.0125,0.0375]",[338.0],"(deposit,withdraw)"
2019-08-18 00:00:00,1.0000000000000002,0.025000000000000005,0,0,224.0,"[AAA,XYZ,provider]","[10000010,10000022]","[cash-in,mobile-minutes]","[1.0000000000000002,1.0000000000000002]","[0.0,0.0]","[0.025000000000000005,0.10000000000000002]",[224.0],"(deposit,withdraw)"
2019-08-21 06:00:00,2.25,0.075,0,0,146.0,"[BBB,XYZ,provider]","[10000015,10000022]","[cash-in,mobile-minutes]","[2.25,2.25]","[0.0,0.0]","[0.075,0.225]",[146.0],"(deposit,withdraw)"
2019-08-22 08:00:00,1.25,0.125,0,0,120.0,"[CCC,XYZ,provider]","[10000018,10000022]","[cash-in,mobile-minutes]","[1.25,1.25]","[0.0,0.0]","[0.125,0.125]",[120.0],"(deposit,withdraw)"
2019-08-27 07:00:00,5.0,0.25,0,0,1.0,"[DDD,XYZ,provider]","[10000021,10000022]","[cash-in,mobile-minutes]","[5.0,5.0]","[0.0,0.0]","[0.25,0.5]",[1.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.06250000000000001,0.0020833333333333337,0,0,468.0,"[YYY,XYZ,provider]","[10000004,10000023]","[cash-in,mobile-minutes]","[0.06250000000000001,0.06250000000000001]","[0.0,0.0]","[0.0020833333333333337,0.012500000000000002]",[468.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.1875,0.00625,0,0,349.0,"[ZZZ,XYZ,provider]","[10000007,10000023]","[cash-in,mobile-minutes]","[0.1875,0.1875]","[0.0,0.0]","[0.00625,0.0375]",[349.0],"(deposit,withdraw)"
2019-08-18 00:00:00,0.5000000000000001,0.012500000000000002,0,0,235.0,"[AAA,XYZ,provider]","[10000010,10000023]","[cash-in,mobile-minutes]","[0.5000000000000001,0.5000000000000001]","[0.0,0.0]","[0.012500000000000002,0.10000000000000002]",[235.0],"(deposit,withdraw)"
2019-08-21 06:00:00,1.125,0.0375,0,0,157.0,"[BBB,XYZ,provider]","[10000015,10000023]","[cash-in,mobile-minutes]","[1.125,1.125]","[0.0,0.0]","[0.0375,0.225]",[157.0],"(deposit,withdraw)"
2019-08-22 08:00:00,0.625,0.0625,0,0,131.0,"[CCC,XYZ,provider]","[10000018,10000023]","[cash-in,mobile-minutes]","[0.625,0.625]","[0.0,0.0]","[0.0625,0.125]",[131.0],"(deposit,withdraw)"
2019-08-27 07:00:00,2.5,0.125,0,0,12.0,"[DDD,XYZ,provider]","[10000021,10000023]","[cash-in,mobile-minutes]","[2.5,2.5]","[0.0,0.0]","[0.125,0.5]",[12.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.2500000000000001,0.008333333333333337,0,0,487.0,"[YYY,XYZ,utility]","[10000004,10000025]","[cash-in,bill-payment]","[0.2500000000000001,0.2500000000000001]","[0.0,0.0]","[0.008333333333333337,0.0013888888888888896]",[487.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.75,0.025,0,0,368.0,"[ZZZ,XYZ,utility]","[10000007,10000025]","[cash-in,bill-payment]","[0.75,0.75]","[0.0,0.0]","[0.025,0.004166666666666667]",[368.0],"(deposit,withdraw)"
2019-08-18 00:00:00,2.000000000000001,0.050000000000000024,0,0,254.0,"[AAA,XYZ,utility]","[10000010,10000025]","[cash-in,bill-payment]","[2.000000000000001,2.000000000000001]","[0.0,0.0]","[0.050000000000000024,0.011111111111111117]",[254.0],"(deposit,withdraw)"
2019-08-21 06:00:00,4.5,0.15,0,0,176.0,"[BBB,XYZ,utility]","[10000015,10000025]","[cash-in,bill-payment]","[4.5,4.5]","[0.0,0.0]","[0.15,0.025]",[176.0],"(deposit,withdraw)"
2019-08-22 08:00:00,2.5,0.25,0,0,150.0,"[CCC,XYZ,utility]","[10000018,10000025]","[cash-in,bill-payment]","[2.5,2.5]","[0.0,0.0]","[0.25,0.013888888888888888]",[150.0],"(deposit,withdraw)"
2019-08-27 07:00:00,10.0,0.5,0,0,31.0,"[DDD,XYZ,utility]","[10000021,10000025]","[cash-in,bill-payment]","[10.0,10.0]","[0.0,0.0]","[0.5,0.05555555555555555]",[31.0],"(deposit,withdraw)"
2019-08-28 12:00:00,160.0,0.8,0,0,2.0,"[EEE,XYZ,utility]","[10000024,10000025]","[cash-in,bill-payment]","[160.0,160.0]","[0.0,0.0]","[0.8,0.8888888888888888]",[2.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.013888888888888895,0.00046296296296296314,0,0,517.0,"[YYY,XYZ,provider]","[10000004,10000026]","[cash-in,mobile-minutes]","[0.013888888888888895,0.013888888888888895]","[0.0,0.0]","[0.00046296296296296314,0.0013888888888888896]",[517.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.041666666666666664,0.0013888888888888887,0,0,398.0,"[ZZZ,XYZ,provider]","[10000007,10000026]","[cash-in,mobile-minutes]","[0.041666666666666664,0.041666666666666664]","[0.0,0.0]","[0.0013888888888888887,0.004166666666666667]",[398.0],"(deposit,withdraw)"
2019-08-18 00:00:00,0.11111111111111116,0.002777777777777779,0,0,284.0,"[AAA,XYZ,provider]","[10000010,10000026]","[cash-in,mobile-minutes]","[0.11111111111111116,0.11111111111111116]","[0.0,0.0]","[0.002777777777777779,0.011111111111111117]",[284.0],"(deposit,withdraw)"
2019-08-21 06:00:00,0.25,0.008333333333333333,0,0,206.0,"[BBB,XYZ,provider]","[10000015,10000026]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333333333333333,0.025]",[206.0],"(deposit,withdraw)"
2019-08-22 08:00:00,0.1388888888888889,0.01388888888888889,0,0,180.0,"[CCC,XYZ,provider]","[10000018,10000026]","[cash-in,mobile-minutes]","[0.1388888888888889,0.1388888888888889]","[0.0,0.0]","[0.01388888888888889,0.01388888888888889]",[180.0],"(deposit,withdraw)"
2019-08-27 07:00:00,0.5555555555555556,0.02777777777777778,0,0,61.0,"[DDD,XYZ,provider]","[10000021,10000026]","[cash-in,mobile-minutes]","[0.5555555555555556,0.5555555555555556]","[0.0,0.0]","[0.02777777777777778,0.05555555555555556]",[61.0],"(deposit,withdraw)"
2019-08-28 12:00:00,8.88888888888889,0.044444444444444446,0,0,32.0,"[EEE,XYZ,provider]","[10000024,10000026]","[cash-in,mobile-minutes]","[8.88888888888889,8.88888888888889]","[0.0,0.0]","[0.044444444444444446,0.888888888888889]",[32.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.013888888888888895,0.00046296296296296314,0,0,533.0,"[YYY,XYZ,provider]","[10000004,10000027]","[cash-in,mobile-minutes]","[0.013888888888888895,0.013888888888888895]","[0.0,0.0]","[0.00046296296296296314,0.0013888888888888896]",[533.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.041666666666666664,0.0013888888888888887,0,0,414.0,"[ZZZ,XYZ,provider]","[10000007,10000027]","[cash-in,mobile-minutes]","[0.041666666666666664,0.041666666666666664]","[0.0,0.0]","[0.0013888888888888887,0.004166666666666667]",[414.0],"(deposit,withdraw)"
2019-08-18 00:00:00,0.11111111111111116,0.002777777777777779,0,0,300.0,"[AAA,XYZ,provider]","[10000010,10000027]","[cash-in,mobile-minutes]","[0.11111111111111116,0.11111111111111116]","[0.0,0.0]","[0.002777777777777779,0.011111111111111117]",[300.0],"(deposit,withdraw)"
2019-08-21 06:00:00,0.25,0.008333333333333333,0,0,222.0,"[BBB,XYZ,provider]","[10000015,10000027]","[cash-in,mobile-minutes]","[0.25,0.25]","[0.0,0.0]","[0.008333333333333333,0.025]",[222.0],"(deposit,withdraw)"
2019-08-22 08:00:00,0.13888888888888887,0.013888888888888886,0,0,196.0,"[CCC,XYZ,provider]","[10000018,10000027]","[cash-in,mobile-minutes]","[0.13888888888888887,0.13888888888888887]","[0.0,0.0]","[0.013888888888888886,0.013888888888888886]",[196.0],"(deposit,withdraw)"
2019-08-27 07:00:00,0.5555555555555555,0.027777777777777773,0,0,77.0,"[DDD,XYZ,provider]","[10000021,10000027]","[cash-in,mobile-minutes]","[0.5555555555555555,0.5555555555555555]","[0.0,0.0]","[0.027777777777777773,0.055555555555555546]",[77.0],"(deposit,withdraw)"
2019-08-28 12:00:00,8.888888888888888,0.04444444444444444,0,0,48.0,"[EEE,XYZ,provider]","[10000024,10000027]","[cash-in,mobile-minutes]","[8.888888888888888,8.888888888888888]","[0.0,0.0]","[0.04444444444444444,0.8888888888888887]",[48.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.0069444444444444475,0.00023148148148148157,0,0,551.0,"[YYY,XYZ,provider]","[10000004,10000028]","[cash-in,mobile-minutes]","[0.0069444444444444475,0.0069444444444444475]","[0.0,0.0]","[0.00023148148148148157,0.0013888888888888896]",[551.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.020833333333333336,0.0006944444444444445,0,0,432.0,"[ZZZ,XYZ,provider]","[10000007,10000028]","[cash-in,mobile-minutes]","[0.020833333333333336,0.020833333333333336]","[0.0,0.0]","[0.0006944444444444445,0.0041666666666666675]",[432.0],"(deposit,withdraw)"
2019-08-18 00:00:00,0.05555555555555558,0.0013888888888888896,0,0,318.0,"[AAA,XYZ,provider]","[10000010,10000028]","[cash-in,mobile-minutes]","[0.05555555555555558,0.05555555555555558]","[0.0,0.0]","[0.0013888888888888896,0.011111111111111117]",[318.0],"(deposit,withdraw)"
2019-08-21 06:00:00,0.125,0.004166666666666667,0,0,240.0,"[BBB,XYZ,provider]","[10000015,10000028]","[cash-in,mobile-minutes]","[0.125,0.125]","[0.0,0.0]","[0.004166666666666667,0.025]",[240.0],"(deposit,withdraw)"
2019-08-22 08:00:00,0.06944444444444445,0.006944444444444445,0,0,214.0,"[CCC,XYZ,provider]","[10000018,10000028]","[cash-in,mobile-minutes]","[0.06944444444444445,0.06944444444444445]","[0.0,0.0]","[0.006944444444444445,0.01388888888888889]",[214.0],"(deposit,withdraw)"
2019-08-27 07:00:00,0.2777777777777778,0.01388888888888889,0,0,95.0,"[DDD,XYZ,provider]","[10000021,10000028]","[cash-in,mobile-minutes]","[0.2777777777777778,0.2777777777777778]","[0.0,0.0]","[0.01388888888888889,0.05555555555555556]",[95.0],"(deposit,withdraw)"
2019-08-28 12:00:00,4.444444444444445,0.022222222222222223,0,0,66.0,"[EEE,XYZ,provider]","[10000024,10000028]","[cash-in,mobile-minutes]","[4.444444444444445,4.444444444444445]","[0.0,0.0]","[0.022222222222222223,0.888888888888889]",[66.0],"(deposit,withdraw)"
2019-08-08 07:00:00,0.02777777777777779,0.0009259259259259263,0,0,569.0,"[YYY,XYZ,XYZ]","[10000004,final]","[cash-in,inferred]","[0.02777777777777779,0.02777777777777779]","[0.0,0.0]","[0.0009259259259259263,0.0013888888888888896]",[569.0],"(deposit,withdraw)"
2019-08-13 06:00:00,0.08333333333333334,0.002777777777777778,0,0,450.0,"[ZZZ,XYZ,XYZ]","[10000007,final]","[cash-in,inferred]","[0.08333333333333334,0.08333333333333334]","[0.0,0.0]","[0.002777777777777778,0.0041666666666666675]",[450.0],"(deposit,withdraw)"
2019-08-18 00:00:00,0.22222222222222232,0.005555555555555558,0,0,336.0,"[AAA,XYZ,XYZ]","[10000010,final]","[cash-in,inferred]","[0.22222222222222232,0.22222222222222232]","[0.0,0.0]","[0.005555555555555558,0.011111111111111117]",[336.0],"(deposit,withdraw)"
2019-08-21 06:00:00,0.5,0.016666666666666666,0,0,258.0,"[BBB,XYZ,XYZ]","[10000015,final]","[cash-in,inferred]","[0.5,0.5]","[0.0,0.0]","[0.016666666666666666,0.025]",[258.0],"(deposit,withdraw)"
2019-08-22 08:00:00,0.2777777777777778,0.02777777777777778,0,0,232.0,"[CCC,XYZ,XYZ]","[10000018,final]","[cash-in,inferred]","[0.2777777777777778,0.2777777777777778]","[0.0,0.0]","[0.02777777777777778,0.01388888888888889]",[232.0],"(deposit,withdraw)"
2019-08-27 07:00:00,1.1111111111111112,0.05555555555555556,0,0,113.0,"[DDD,XYZ,XYZ]","[10000021,final]","[cash-in,inferred]","[1.1111111111111112,1.1111111111111112]","[0.0,0.0]","[0.05555555555555556,0.05555555555555556]",[113.0],"(deposit,withdraw)"
2019-08-28 12:00:00,17.77777777777778,0.08888888888888889,0,0,84.0,"[EEE,XYZ,XYZ]","[10000024,final]","[cash-in,inferred]","[17.77777777777778,17.77777777777778]","[0.0,0.0]","[0.08888888888888889,0.888888888888889]",[84.0],"(deposit,withdraw)"
